,sensor_id,timestamp
150,M015,1291215981.0
151,M019,1291215982.0
152,M015,1291215983.0
153,M015,1291215993.0
154,M019,1291215993.0
155,M018,1291215998.0
156,M020,1291216002.0
157,M013,1291216005.0
158,M010,1291216008.0
159,M009,1291216008.0
160,M009,1291216016.0
161,M009,1291216107.0
162,M009,1291216129.0
163,M009,1291216131.0
164,M009,1291216410.0
165,M009,1291216418.0
166,M009,1291216431.0
167,M010,1291216433.0
168,M020,1291216434.0
169,M013,1291216435.0
170,M014,1291216439.0
171,M018,1291216440.0
172,M019,1291216441.0
173,M017,1291216442.0
174,M015,1291216443.0
175,M019,1291216451.0
176,M015,1291216452.0
177,M019,1291216460.0
178,M019,1291216465.0
179,M015,1291216467.0
180,M016,1291216468.0
181,M019,1291216473.0
182,M016,1291216475.0
183,M019,1291216476.0
184,M015,1291216477.0
185,M015,1291216490.0
186,M019,1291216490.0
187,M018,1291216492.0
188,M018,1291216497.0
189,M019,1291216497.0
190,M019,1291216505.0
191,M019,1291216519.0
192,M019,1291216522.0
193,M019,1291216524.0
194,M019,1291216529.0
195,M018,1291216530.0
196,M019,1291216534.0
197,M014,1291216538.0
198,M020,1291216540.0
199,M020,1291216545.0
200,M020,1291216552.0
201,M020,1291216560.0
202,M009,1291216561.0
203,M013,1291216561.0
204,M014,1291216568.0
205,M014,1291216576.0
206,M020,1291216577.0
207,M013,1291216579.0
208,M009,1291216579.0
209,M009,1291216584.0
210,M009,1291216589.0
211,M009,1291216656.0
212,M009,1291216665.0
213,M009,1291216684.0
214,M009,1291216687.0
215,M009,1291216720.0
216,M009,1291216734.0
217,M009,1291216922.0
218,M009,1291216928.0
219,M009,1291216997.0
220,M009,1291217301.0
221,M009,1291217358.0
222,M009,1291217364.0
223,M009,1291217373.0
224,M009,1291217376.0
225,M009,1291217396.0
226,M009,1291217427.0
227,M009,1291217575.0
228,M009,1291217603.0
229,M009,1291217729.0
230,M009,1291217741.0
231,M009,1291218032.0
232,M009,1291218138.0
233,M009,1291218140.0
234,M009,1291218300.0
235,M009,1291218319.0
236,M020,1291218320.0
237,M009,1291218337.0
238,M020,1291218337.0
239,M013,1291218341.0
240,M020,1291218341.0
241,M008,1291218345.0
242,M006,1291218346.0
243,M007,1291218347.0
244,M005,1291218348.0
245,M004,1291218351.0
246,M004,1291218357.0
247,M007,1291218358.0
248,M007,1291218361.0
249,M005,1291218362.0
250,M007,1291218370.0
251,M005,1291218372.0
252,M004,1291218374.0
253,M004,1291218572.0
254,M007,1291218573.0
255,M005,1291218574.0
256,M005,1291218578.0
257,M007,1291218579.0
258,M007,1291218582.0
259,M005,1291218584.0
260,M004,1291218586.0
261,M007,1291218590.0
262,M004,1291218597.0
263,M007,1291218597.0
264,M005,1291218599.0
265,M006,1291218602.0
266,M008,1291218602.0
267,M020,1291218603.0
268,M021,1291218619.0
269,M022,1291218621.0
270,M020,1291218635.0
271,M022,1291218652.0
272,M022,1291218660.0
273,M022,1291218665.0
274,M022,1291218691.0
275,M021,1291218693.0
276,M020,1291218694.0
277,M008,1291218696.0
278,M006,1291218697.0
279,M007,1291218697.0
280,M005,1291218698.0
281,M004,1291218700.0
282,M004,1291218731.0
283,M007,1291218732.0
284,M005,1291218735.0
285,M006,1291218737.0
286,M008,1291218738.0
287,M020,1291218738.0
288,M008,1291218766.0
289,M020,1291218767.0
290,M013,1291218768.0
291,M012,1291218768.0
292,M020,1291218769.0
293,M013,1291218772.0
294,M020,1291218775.0
295,M008,1291218777.0
296,M006,1291218778.0
297,M007,1291218779.0
298,M005,1291218781.0
299,M004,1291218782.0
300,M007,1291218785.0
301,M005,1291218787.0
302,M006,1291218792.0
303,M008,1291218792.0
304,M020,1291218792.0
305,M020,1291218797.0
306,M020,1291218801.0
307,M013,1291218802.0
308,M009,1291218803.0
309,M009,1291218861.0
310,M009,1291218864.0
311,M009,1291218867.0
312,M009,1291218875.0
313,M009,1291218923.0
314,M009,1291218931.0
315,M020,1291218932.0
316,M013,1291218934.0
317,M020,1291218951.0
318,M014,1291218965.0
319,M020,1291218965.0
320,M018,1291219006.0
321,M017,1291219009.0
322,M019,1291219010.0
323,M017,1291219022.0
324,M016,1291219025.0
325,M017,1291219026.0
326,M019,1291219029.0
327,M015,1291219031.0
328,M016,1291219035.0
329,M019,1291219038.0
330,M015,1291219039.0
331,M015,1291219048.0
332,M019,1291219051.0
333,M018,1291219052.0
334,M019,1291219054.0
335,M019,1291219059.0
336,M019,1291219064.0
337,M019,1291219071.0
338,M019,1291219077.0
339,M015,1291219078.0
340,M017,1291219079.0
341,M016,1291219081.0
342,M017,1291219086.0
343,M017,1291219089.0
344,M016,1291219089.0
345,M019,1291219090.0
346,M019,1291219092.0
347,M018,1291219093.0
348,M015,1291219095.0
349,M015,1291219104.0
350,M019,1291219104.0
351,M015,1291219112.0
352,M019,1291219112.0
353,M019,1291219121.0
354,M015,1291219121.0
355,M018,1291219124.0
356,M021,1291219125.0
357,M020,1291219126.0
358,M022,1291219128.0
359,M022,1291219135.0
360,M029,1291219138.0
361,M030,1291219139.0
362,M029,1291219149.0
363,M030,1291219150.0
364,M030,1291219177.0
365,M022,1291219185.0
366,M022,1291219190.0
367,M021,1291219194.0
368,M014,1291219197.0
369,M014,1291219201.0
370,M020,1291219202.0
371,M020,1291219208.0
372,M020,1291219213.0
373,M009,1291219214.0
374,M020,1291219217.0
375,M013,1291219219.0
376,M020,1291219227.0
377,M020,1291219230.0
378,M008,1291219230.0
379,M006,1291219231.0
380,M007,1291219233.0
381,M003,1291219233.0
382,M007,1291219236.0
383,M007,1291219239.0
384,M002,1291219240.0
385,M007,1291219243.0
386,M007,1291219247.0
387,M007,1291219250.0
388,M005,1291219253.0
389,M007,1291219254.0
390,M002,1291219258.0
391,M003,1291219267.0
392,M003,1291219272.0
393,M002,1291219274.0
394,M003,1291219275.0
395,M007,1291219279.0
396,M001,1291219280.0
397,M005,1291219299.0
398,M006,1291219302.0
399,M020,1291219302.0
400,M008,1291219302.0
401,M018,1291219305.0
402,M019,1291219306.0
403,M016,1291219308.0
404,M019,1291219314.0
405,M015,1291219317.0
406,M019,1291219318.0
407,M018,1291219321.0
408,M019,1291219325.0
409,M015,1291219326.0
410,M019,1291219328.0
411,M019,1291219332.0
412,M015,1291219334.0
413,M019,1291219334.0
414,M019,1291219338.0
415,M019,1291219341.0
416,M019,1291219355.0
417,M015,1291219355.0
418,M019,1291219362.0
419,M018,1291219364.0
420,M014,1291219365.0
421,M017,1291219373.0
422,M018,1291219373.0
423,M014,1291219377.0
424,M020,1291219380.0
425,M009,1291219385.0
426,M010,1291219386.0
427,M020,1291219388.0
428,M010,1291219391.0
429,M020,1291219399.0
430,M020,1291219404.0
431,M020,1291219407.0
432,M020,1291219414.0
433,M008,1291219416.0
434,M021,1291219418.0
435,M022,1291219420.0
436,M022,1291219426.0
437,M021,1291219428.0
438,M020,1291219430.0
439,M020,1291219433.0
440,M018,1291219439.0
441,M018,1291219441.0
442,M019,1291219442.0
443,M019,1291219444.0
444,M018,1291219446.0
445,M018,1291219448.0
446,M017,1291219449.0
447,M019,1291219455.0
448,M019,1291219458.0
449,M019,1291219467.0
450,M018,1291219471.0
451,M014,1291219473.0
452,M014,1291219483.0
453,M014,1291219503.0
454,M014,1291219506.0
455,M014,1291219512.0
456,M014,1291219525.0
457,M014,1291219529.0
458,M014,1291219532.0
459,M014,1291219550.0
460,M014,1291219575.0
461,M014,1291219580.0
462,M014,1291219608.0
463,M014,1291219632.0
464,M014,1291219642.0
465,M014,1291219658.0
466,M014,1291219671.0
467,M014,1291219684.0
468,M014,1291219692.0
469,M014,1291219703.0
470,M014,1291219708.0
471,M014,1291219720.0
472,M014,1291219759.0
473,M014,1291219763.0
474,M014,1291219775.0
475,M014,1291219783.0
476,M014,1291219840.0
477,M014,1291219853.0
478,M014,1291219864.0
479,M014,1291219874.0
480,M014,1291219881.0
481,M014,1291219893.0
482,M014,1291219897.0
483,M014,1291219901.0
484,M014,1291219910.0
485,M014,1291219920.0
486,M014,1291219929.0
487,M018,1291219935.0
488,M019,1291219936.0
489,M015,1291219937.0
490,M015,1291219944.0
491,M019,1291219945.0
492,M016,1291219948.0
493,M019,1291219951.0
494,M019,1291219957.0
495,M015,1291219957.0
496,M018,1291219959.0
497,M014,1291219962.0
498,M014,1291220021.0
499,M018,1291220028.0
500,M017,1291220029.0
501,M019,1291220033.0
502,M018,1291220033.0
503,M014,1291220036.0
504,M018,1291220041.0
505,M020,1291220048.0
506,M020,1291220058.0
507,M014,1291220059.0
508,M020,1291220083.0
509,M020,1291220094.0
510,M008,1291220096.0
511,M006,1291220096.0
512,M007,1291220098.0
513,M006,1291220108.0
514,M008,1291220108.0
515,M020,1291220108.0
516,M021,1291220113.0
517,M018,1291220114.0
518,M019,1291220116.0
519,M015,1291220118.0
520,M019,1291220123.0
521,M017,1291220125.0
522,M019,1291220127.0
523,M018,1291220132.0
524,M021,1291220134.0
525,M022,1291220136.0
526,M021,1291220140.0
527,M018,1291220142.0
528,M019,1291220142.0
529,M019,1291220149.0
530,M019,1291220151.0
531,M017,1291220152.0
532,M019,1291220161.0
533,M018,1291220162.0
534,M015,1291220163.0
535,M019,1291220165.0
536,M017,1291220175.0
537,M019,1291220176.0
538,M015,1291220178.0
539,M019,1291220181.0
540,M017,1291220183.0
541,M018,1291220183.0
542,M018,1291220191.0
543,M015,1291220194.0
544,M019,1291220196.0
545,M017,1291220197.0
546,M018,1291220197.0
547,M017,1291220204.0
548,M019,1291220206.0
549,M019,1291220209.0
550,M018,1291220210.0
551,M017,1291220210.0
552,M017,1291220218.0
553,M018,1291220221.0
554,M019,1291220228.0
555,M015,1291220228.0
556,M019,1291220236.0
557,M015,1291220239.0
558,M015,1291220264.0
559,M019,1291220265.0
560,M017,1291220266.0
561,M017,1291220270.0
562,M017,1291220293.0
563,M017,1291220297.0
564,M018,1291220299.0
565,M017,1291220300.0
566,M019,1291220300.0
567,M015,1291220308.0
568,M019,1291220314.0
569,M015,1291220314.0
570,M019,1291220323.0
571,M015,1291220325.0
572,M015,1291220332.0
573,M019,1291220333.0
574,M017,1291220337.0
575,M019,1291220339.0
576,M018,1291220340.0
577,M015,1291220343.0
578,M015,1291220353.0
579,M019,1291220353.0
580,M017,1291220358.0
581,M017,1291220361.0
582,M017,1291220369.0
583,M019,1291220371.0
584,M017,1291220373.0
585,M019,1291220379.0
586,M017,1291220383.0
587,M017,1291220399.0
588,M017,1291220402.0
589,M017,1291220422.0
590,M018,1291220422.0
591,M019,1291220424.0
592,M020,1291220428.0
593,M013,1291220561.0
594,M012,1291220563.0
595,M020,1291220563.0
596,M020,1291220599.0
597,M012,1291220601.0
598,M013,1291220602.0
599,M020,1291220612.0
600,M014,1291220613.0
601,M018,1291220614.0
602,M019,1291220616.0
603,M015,1291220617.0
604,M019,1291220626.0
605,M015,1291220628.0
606,M019,1291220629.0
607,M015,1291220633.0
608,M015,1291220635.0
609,M019,1291220635.0
610,M015,1291220642.0
611,M019,1291220642.0
612,M019,1291220647.0
613,M019,1291220657.0
614,M019,1291220658.0
615,M015,1291220659.0
616,M015,1291220665.0
617,M015,1291220675.0
618,M015,1291220678.0
619,M015,1291220680.0
620,M015,1291220692.0
621,M015,1291220697.0
622,M015,1291220704.0
623,M019,1291220704.0
624,M015,1291220707.0
625,M019,1291220708.0
626,M015,1291220724.0
627,M019,1291220728.0
628,M019,1291220735.0
629,M015,1291220751.0
630,M019,1291220754.0
631,M015,1291220764.0
632,M015,1291220766.0
633,M019,1291220767.0
634,M015,1291220777.0
635,M015,1291220780.0
636,M019,1291220781.0
637,M019,1291220783.0
638,M019,1291220794.0
639,M015,1291220795.0
640,M019,1291220808.0
641,M019,1291220811.0
642,M019,1291220816.0
643,M015,1291220817.0
644,M019,1291220838.0
645,M015,1291220839.0
646,M017,1291220841.0
647,M018,1291220841.0
648,M019,1291220844.0
649,M015,1291220847.0
650,M019,1291220848.0
651,M015,1291220851.0
652,M015,1291220854.0
653,M019,1291220857.0
654,M015,1291220859.0
655,M019,1291220861.0
656,M019,1291220873.0
657,M015,1291220876.0
658,M019,1291220876.0
659,M018,1291220877.0
660,M014,1291220932.0
661,M018,1291220941.0
662,M019,1291220942.0
663,M015,1291220943.0
664,M019,1291220949.0
665,M015,1291220952.0
666,M015,1291220954.0
667,M019,1291220961.0
668,M015,1291220962.0
669,M015,1291220975.0
670,M019,1291220975.0
671,M015,1291220986.0
672,M019,1291220988.0
673,M018,1291220989.0
674,M021,1291220991.0
675,M020,1291220991.0
676,M008,1291220993.0
677,M020,1291221001.0
678,M022,1291221002.0
679,M020,1291221006.0
680,M022,1291221010.0
681,M020,1291221012.0
682,M022,1291221014.0
683,M021,1291221030.0
684,M022,1291221031.0
685,M020,1291221036.0
686,M022,1291221043.0
687,M021,1291221045.0
688,M020,1291221046.0
689,M008,1291221048.0
690,M007,1291221050.0
691,M007,1291221054.0
692,M007,1291221059.0
693,M005,1291221060.0
694,M001,1291221067.0
695,M001,1291221071.0
696,M007,1291221071.0
697,M001,1291221082.0
698,M007,1291221088.0
699,M001,1291221089.0
700,M007,1291221094.0
701,M001,1291221095.0
702,M007,1291221101.0
703,M005,1291221102.0
704,M008,1291221106.0
705,M006,1291221107.0
706,M020,1291221107.0
707,M021,1291221109.0
708,M022,1291221111.0
709,M020,1291221114.0
710,M020,1291221118.0
711,M020,1291221127.0
712,M020,1291221132.0
713,M022,1291221137.0
714,M022,1291221146.0
715,M020,1291221155.0
716,M020,1291221162.0
717,M022,1291221163.0
718,M020,1291221178.0
719,M020,1291221181.0
720,M022,1291221194.0
721,M021,1291221199.0
722,M018,1291221201.0
723,M017,1291221216.0
724,M018,1291221217.0
725,M020,1291221219.0
726,M008,1291221221.0
727,M006,1291221222.0
728,M007,1291221223.0
729,M005,1291221226.0
730,M004,1291221227.0
731,M005,1291221231.0
732,M005,1291221235.0
733,M004,1291221237.0
734,M004,1291221321.0
735,M007,1291221322.0
736,M005,1291221323.0
737,M001,1291221325.0
738,M001,1291221329.0
739,M005,1291221330.0
740,M003,1291221331.0
741,M004,1291221334.0
742,M004,1291222021.0
743,M007,1291222022.0
744,M004,1291222035.0
745,M007,1291222036.0
746,M004,1291222042.0
747,M005,1291222043.0
748,M007,1291222052.0
749,M007,1291222053.0
750,M007,1291222062.0
751,M007,1291222066.0
752,M005,1291222068.0
753,M003,1291222071.0
754,M007,1291222072.0
755,M003,1291222082.0
756,M007,1291222083.0
757,M003,1291222086.0
758,M007,1291222086.0
759,M003,1291222099.0
760,M003,1291222105.0
761,M007,1291222107.0
762,M007,1291222121.0
763,M007,1291222126.0
764,M005,1291222130.0
765,M007,1291222132.0
766,M007,1291222135.0
767,M007,1291222144.0
768,M007,1291222149.0
769,M005,1291222155.0
770,M007,1291222157.0
771,M007,1291222171.0
772,M007,1291222173.0
773,M007,1291222178.0
774,M007,1291222185.0
775,M007,1291222188.0
776,M005,1291222191.0
777,M004,1291222195.0
778,M007,1291222250.0
779,M004,1291222250.0
780,M005,1291222253.0
781,M003,1291222258.0
782,M003,1291222261.0
783,M007,1291222269.0
784,M003,1291222270.0
785,M007,1291222277.0
786,M007,1291222287.0
787,M007,1291222296.0
788,M007,1291222303.0
789,M007,1291222306.0
790,M007,1291222309.0
791,M005,1291222312.0
792,M001,1291222314.0
793,M001,1291222321.0
794,M007,1291222334.0
795,M005,1291222335.0
796,M007,1291222341.0
797,M007,1291222347.0
798,M007,1291222355.0
799,M005,1291222358.0
800,M004,1291222360.0
801,M004,1291222392.0
802,M007,1291222392.0
803,M005,1291222394.0
804,M006,1291222398.0
805,M007,1291222398.0
806,M020,1291222399.0
807,M008,1291222400.0
808,M021,1291222401.0
809,M014,1291222421.0
810,M020,1291222425.0
811,M020,1291222430.0
812,M014,1291222446.0
813,M020,1291222449.0
814,M008,1291222451.0
815,M006,1291222452.0
816,M007,1291222453.0
817,M007,1291222456.0
818,M005,1291222458.0
819,M007,1291222465.0
820,M005,1291222473.0
821,M005,1291222480.0
822,M007,1291222485.0
823,M006,1291222488.0
824,M008,1291222488.0
825,M020,1291222488.0
826,M020,1291222506.0
827,M014,1291222515.0
828,M020,1291222515.0
829,M014,1291222524.0
830,M020,1291222525.0
831,M008,1291222528.0
832,M006,1291222530.0
833,M007,1291222532.0
834,M007,1291222538.0
835,M006,1291222541.0
836,M008,1291222541.0
837,M020,1291222541.0
838,M021,1291222543.0
839,M018,1291222545.0
840,M014,1291222549.0
841,M020,1291222551.0
842,M020,1291222555.0
843,M014,1291222556.0
844,M008,1291222559.0
845,M006,1291222560.0
846,M007,1291222561.0
847,M005,1291222563.0
848,M004,1291222566.0
849,M004,1291222690.0
850,M007,1291222691.0
851,M005,1291222692.0
852,M006,1291222696.0
853,M008,1291222697.0
854,M020,1291222697.0
855,M021,1291222700.0
856,M022,1291222724.0
857,M022,1291222730.0
858,M021,1291222732.0
859,M020,1291222733.0
860,M008,1291222736.0
861,M008,1291222757.0
862,M020,1291222757.0
863,M006,1291222757.0
864,M007,1291222759.0
865,M005,1291222760.0
866,M004,1291222762.0
867,M004,1291222796.0
868,M007,1291222796.0
869,M004,1291223152.0
870,M007,1291223153.0
871,M005,1291223155.0
872,M006,1291223159.0
873,M008,1291223160.0
874,M020,1291223160.0
875,M013,1291223163.0
876,M009,1291223164.0
877,M020,1291223169.0
878,M013,1291223174.0
879,M009,1291223181.0
880,M013,1291223182.0
881,M020,1291223183.0
882,M010,1291223184.0
883,M006,1291223189.0
884,M008,1291223189.0
885,M007,1291223190.0
886,M005,1291223192.0
887,M004,1291223194.0
888,M004,1291223632.0
889,M007,1291223633.0
890,M005,1291223636.0
891,M007,1291223646.0
892,M007,1291223648.0
893,M007,1291223651.0
894,M007,1291223665.0
895,M007,1291223668.0
896,M007,1291223676.0
897,M007,1291223683.0
898,M005,1291223685.0
899,M006,1291223693.0
900,M020,1291223693.0
901,M008,1291223693.0
902,M014,1291223699.0
903,M014,1291223716.0
904,M020,1291223719.0
905,M014,1291223721.0
906,M020,1291223730.0
907,M020,1291223734.0
908,M020,1291223747.0
909,M020,1291223762.0
910,M020,1291223764.0
911,M014,1291223764.0
912,M018,1291223767.0
913,M014,1291223773.0
914,M014,1291223780.0
915,M014,1291223795.0
916,M014,1291223804.0
917,M014,1291223822.0
918,M014,1291223831.0
919,M020,1291223833.0
920,M008,1291223836.0
921,M006,1291223836.0
922,M007,1291223840.0
923,M005,1291223841.0
924,M004,1291223843.0
925,M004,1291223876.0
926,M007,1291223877.0
927,M005,1291223879.0
928,M006,1291223882.0
929,M020,1291223883.0
930,M008,1291223883.0
931,M022,1291223887.0
932,M020,1291223889.0
933,M022,1291223898.0
934,M022,1291223901.0
935,M021,1291223907.0
936,M008,1291223909.0
937,M020,1291223909.0
938,M006,1291223909.0
939,M007,1291223911.0
940,M003,1291223912.0
941,M007,1291223917.0
942,M003,1291223924.0
943,M007,1291223932.0
944,M007,1291223937.0
945,M007,1291223943.0
946,M007,1291223945.0
947,M007,1291223949.0
948,M007,1291223953.0
949,M007,1291223965.0
950,M007,1291223969.0
951,M006,1291223973.0
952,M008,1291223973.0
953,M020,1291223975.0
954,M014,1291223980.0
955,M014,1291223993.0
956,M014,1291224001.0
957,M014,1291224004.0
958,M014,1291224007.0
959,M014,1291224010.0
960,M014,1291224015.0
961,M014,1291224038.0
962,M014,1291224043.0
963,M014,1291224051.0
964,M014,1291224056.0
965,M014,1291224069.0
966,M014,1291224084.0
967,M014,1291224100.0
968,M014,1291224110.0
969,M014,1291224130.0
970,M021,1291224134.0
971,M022,1291224137.0
972,D004,1291224142.0
973,M030,1291224142.0
974,D004,1291232631.0
975,M030,1291232632.0
976,M029,1291232636.0
977,M022,1291232637.0
978,M021,1291232640.0
979,M014,1291232643.0
980,M014,1291232644.0
981,M021,1291232656.0
982,M020,1291232657.0
983,M021,1291232660.0
984,M018,1291232670.0
985,M017,1291232675.0
986,M019,1291232680.0
987,M019,1291232683.0
988,M018,1291232685.0
989,M018,1291232688.0
990,M021,1291232690.0
991,M022,1291232704.0
992,M021,1291232706.0
993,M014,1291232709.0
994,M014,1291232729.0
995,M014,1291232754.0
996,M013,1291232785.0
997,M020,1291232785.0
998,M009,1291232786.0
999,M020,1291232788.0
1000,M009,1291232788.0
1001,M013,1291232791.0
1002,M014,1291232816.0
1003,M020,1291232818.0
1004,M014,1291232819.0
1005,M020,1291232828.0
1006,M020,1291232836.0
1007,M014,1291232837.0
1008,M014,1291232843.0
1009,M020,1291232845.0
1010,M013,1291232847.0
1011,M009,1291232849.0
1012,M009,1291232852.0
1013,M009,1291232863.0
1014,M020,1291232865.0
1015,M013,1291232866.0
1016,M014,1291232868.0
1017,M014,1291232922.0
1018,M020,1291232924.0
1019,M013,1291232927.0
1020,M009,1291232928.0
1021,M020,1291232934.0
1022,M013,1291232935.0
1023,M020,1291232940.0
1024,M009,1291232942.0
1025,M009,1291232975.0
1026,M009,1291232979.0
1027,M009,1291232991.0
1028,M009,1291233001.0
1029,M010,1291233002.0
1030,M009,1291233011.0
1031,M009,1291233018.0
1032,M009,1291233053.0
1033,M009,1291233056.0
1034,M009,1291233060.0
1035,M009,1291233089.0
1036,M009,1291233093.0
1037,M009,1291233117.0
1038,M009,1291233129.0
1039,M009,1291233152.0
1040,M009,1291233157.0
1041,M009,1291233160.0
1042,M009,1291233181.0
1043,M009,1291233184.0
1044,M009,1291233187.0
1045,M009,1291233204.0
1046,M009,1291233208.0
1047,M009,1291233240.0
1048,M009,1291233243.0
1049,M009,1291233246.0
1050,M009,1291233263.0
1051,M009,1291233266.0
1052,M009,1291233269.0
1053,M009,1291233295.0
1054,M009,1291233301.0
1055,M009,1291233318.0
1056,M009,1291233327.0
1057,M009,1291233350.0
1058,M009,1291233353.0
1059,M009,1291233356.0
1060,M009,1291233383.0
1061,M009,1291233388.0
1062,M009,1291233413.0
1063,M009,1291233417.0
1064,M009,1291233437.0
1065,M009,1291233443.0
1066,M009,1291233495.0
1067,M009,1291233500.0
1068,M009,1291233559.0
1069,M009,1291233562.0
1070,M009,1291233602.0
1071,M009,1291233604.0
1072,M009,1291233630.0
1073,M009,1291233634.0
1074,M009,1291233690.0
1075,M009,1291233696.0
1076,M009,1291233729.0
1077,M009,1291233734.0
1078,M009,1291233755.0
1079,M009,1291233758.0
1080,M009,1291233768.0
1081,M009,1291233797.0
1082,M009,1291233810.0
1083,M009,1291233826.0
1084,M009,1291233833.0
1085,M009,1291233947.0
1086,M009,1291233976.0
1087,M009,1291233978.0
1088,M009,1291233981.0
1089,M009,1291233989.0
1090,M009,1291234024.0
1091,M013,1291234025.0
1092,M009,1291234039.0
1093,M009,1291234042.0
1094,M009,1291234063.0
1095,M009,1291234160.0
1096,M009,1291234174.0
1097,M009,1291234188.0
1098,M009,1291234196.0
1099,M009,1291234198.0
1100,M009,1291234244.0
1101,M009,1291234251.0
1102,M009,1291234253.0
1103,M009,1291234259.0
1104,M009,1291234267.0
1105,M009,1291234278.0
1106,M009,1291234286.0
1107,M009,1291234292.0
1108,M009,1291234296.0
1109,M009,1291234305.0
1110,M009,1291234309.0
1111,M009,1291234314.0
1112,M009,1291234332.0
1113,M009,1291234357.0
1114,M009,1291234474.0
1115,M009,1291234498.0
1116,M009,1291234500.0
1117,M009,1291234596.0
1118,M009,1291234606.0
1119,M009,1291234614.0
1120,M013,1291234615.0
1121,M009,1291234625.0
1122,M009,1291234628.0
1123,M009,1291234689.0
1124,M009,1291234717.0
1125,M009,1291234724.0
1126,M009,1291234736.0
1127,M009,1291234739.0
1128,M009,1291234746.0
1129,M009,1291234770.0
1130,M009,1291234796.0
1131,M009,1291234824.0
1132,M009,1291234852.0
1133,M009,1291234858.0
1134,M009,1291234860.0
1135,M009,1291234863.0
1136,M013,1291234941.0
1137,M009,1291234941.0
1138,M009,1291235066.0
1139,M010,1291235068.0
1140,M009,1291235135.0
1141,M009,1291235152.0
1142,M009,1291235278.0
1143,M013,1291235279.0
1144,M009,1291235559.0
1145,M009,1291235603.0
1146,M013,1291235785.0
1147,M013,1291235788.0
1148,M013,1291235791.0
1149,M009,1291235931.0
1150,M010,1291235933.0
1151,M009,1291236039.0
